iter	Passed	Remaining
357	3527	6325
358	3537	6315
359	3546	6305
360	3556	6294
361	3565	6284
362	3575	6274
363	3585	6264
364	3595	6254
365	3604	6243
366	3614	6233
367	3623	6223
368	3632	6212
369	3642	6202
370	3652	6192
371	3662	6182
372	3671	6171
373	3681	6161
374	3690	6151
375	3700	6141
376	3709	6129
377	3718	6119
378	3727	6108
379	3737	6098
380	3747	6087
381	3756	6077
382	3766	6067
383	3775	6057
384	3785	6046
385	3795	6036
386	3804	6026
387	3814	6016
388	3824	6006
389	3833	5995
390	3842	5985
391	3852	5974
392	3861	5964
393	3871	5954
394	3880	5944
395	3890	5933
396	3900	5923
397	3909	5913
398	3919	5903
399	3928	5893
400	3938	5882
401	3947	5872
402	3957	5863
403	3967	5852
404	3976	5842
405	3986	5832
406	3996	5822
407	4006	5812
408	4016	5803
409	4025	5793
410	4035	5783
411	4045	5773
412	4054	5763
413	4064	5753
414	4074	5743
415	4084	5733
416	4094	5724
417	4103	5714
418	4113	5704
419	4123	5694
420	4132	5683
421	4142	5673
422	4151	5663
423	4161	5652
424	4170	5643
425	4180	5632
426	4190	5622
427	4199	5612
428	4209	5603
429	4219	5592
430	4228	5582
431	4238	5572
432	4248	5563
433	4257	5553
434	4267	5543
435	4277	5532
436	4286	5522
437	4296	5512
438	4305	5502
439	4315	5491
440	4324	5482
441	4334	5472
442	4343	5461
443	4352	5450
444	4362	5441
445	4372	5431
446	4382	5421
447	4391	5410
448	4400	5400
449	4410	5390
450	4419	5380
451	4429	5369
452	4438	5359
453	4448	5349
454	4457	5339
455	4467	5330
456	4477	5319
457	4486	5309
458	4496	5300
459	4506	5290
460	4516	5280
461	4526	5270
462	4535	5260
463	4545	5250
464	4554	5240
465	4564	5230
466	4573	5220
467	4583	5210
468	4593	5200
469	4602	5190
470	4612	5180
471	4622	5170
472	4632	5160
473	4641	5150
474	4651	5141
475	4660	5130
476	4670	5120
477	4680	5110
478	4689	5100
479	4698	5090
480	4708	5080
481	4717	5070
482	4727	5060
483	4737	5050
484	4747	5041
485	4757	5031
486	4767	5021
487	4776	5011
488	4786	5001
489	4795	4991
490	4805	4982
491	4815	4972
492	4825	4962
493	4834	4952
494	4844	4942
495	4854	4932
496	4864	4922
497	4873	4912
498	4883	4902
499	4892	4892
500	4902	4882
501	4912	4872
502	4921	4862
503	4930	4852
504	4940	4842
505	4949	4832
506	4959	4822
507	4969	4812
508	4978	4802
509	4988	4792
510	4998	4783
511	5007	4773
512	5017	4763
513	5027	4753
514	5036	4743
515	5046	4733
516	5055	4723
517	5065	4713
518	5076	4704
519	5085	4694
520	5094	4684
521	5104	4673
522	5113	4664
523	5123	4653
524	5132	4643
525	5142	4633
526	5151	4623
527	5161	4614
528	5171	4604
529	5181	4594
530	5191	4585
531	5200	4575
532	5210	4565
533	5219	4555
534	5229	4545
535	5239	4535
536	5248	4525
537	5258	4515
538	5267	4505
539	5277	4495
540	5286	4485
541	5296	4475
542	5305	4465
543	5315	4455
544	5324	4445
545	5334	4435
546	5344	4425
547	5353	4415
548	5363	4405
549	5372	4396
550	5382	4385
551	5391	4375
552	5400	4365
553	5410	4355
554	5420	4346
555	5430	4336
556	5439	4326
557	5449	4316
558	5458	4306
559	5468	4296
560	5478	4286
561	5487	4276
562	5496	4266
563	5506	4256
564	5515	4246
565	5525	4236
566	5534	4226
567	5544	4216
568	5553	4206
569	5563	4196
570	5572	4186
571	5582	4176
572	5591	4166
573	5601	4157
574	5611	4147
575	5620	4137
576	5630	4127
577	5639	4117
578	5648	4107
579	5658	4097
580	5668	4087
581	5677	4077
582	5687	4068
583	5697	4058
584	5706	4048
585	5716	4038
586	5725	4028
587	5735	4018
588	5745	4009
589	5755	3999
590	5764	3989
591	5775	3980
592	5784	3970
593	5794	3960
594	5804	3950
595	5813	3941
596	5823	3931
597	5833	3921
598	5842	3911
599	5852	3901
600	5861	3891
601	5871	3881
602	5881	3872
603	5890	3862
604	5900	3852
605	5910	3842
606	5920	3832
607	5929	3823
608	5939	3813
609	5948	3803
610	5958	3793
611	5968	3783
612	5978	3774
613	5987	3764
614	5997	3754
615	6007	3744
616	6017	3735
617	6027	3725
618	6037	3715
619	6047	3706
620	6056	3696
621	6066	3686
622	6077	3677
623	6087	3668
624	6097	3658
625	6107	3648
626	6117	3639
627	6127	3629
628	6137	3619
629	6147	3610
630	6157	3600
631	6166	3590
632	6176	3581
633	6186	3571
634	6196	3561
635	6205	3551
636	6215	3541
637	6225	3532
638	6234	3522
639	6244	3512
640	6254	3502
641	6264	3493
642	6273	3483
643	6283	3473
644	6292	3463
645	6302	3453
646	6312	3444
647	6321	3434
648	6331	3424
649	6341	3414
650	6350	3404
651	6361	3395
652	6370	3385
653	6380	3375
654	6389	3365
655	6399	3355
656	6408	3345
657	6418	3336
658	6428	3326
659	6437	3316
660	6448	3307
661	6457	3297
662	6467	3287
663	6477	3277
664	6486	3267
665	6496	3257
666	6506	3248
667	6516	3238
668	6525	3228
669	6535	3218
670	6545	3209
671	6554	3199
672	6564	3189
673	6574	3179
674	6583	3170
675	6592	3159
676	6602	3150
677	6612	3140
678	6622	3130
679	6632	3120
680	6641	3111
681	6651	3101
682	6661	3091
683	6671	3082
684	6681	3072
685	6690	3062
686	6700	3052
687	6709	3042
688	6719	3032
689	6728	3022
690	6737	3013
691	6747	3003
692	6757	2993
693	6767	2983
694	6776	2973
695	6786	2964
696	6795	2954
697	6805	2944
698	6815	2934
699	6824	2924
700	6834	2915
701	6844	2905
702	6853	2895
703	6863	2885
704	6872	2875
705	6882	2866
706	6892	2856
707	6901	2846
708	6910	2836
709	6920	2826
710	6930	2816
711	6940	2807
712	6950	2797
713	6959	2787
714	6969	2778
715	6979	2768
716	6988	2758
717	6998	2748
718	7008	2738
719	7017	2729
720	7027	2719
721	7036	2709
722	7046	2699
723	7055	2689
724	7064	2679
725	7074	2670
726	7084	2660
727	7093	2650
728	7102	2640
729	7112	2630
730	7122	2620
731	7131	2611
732	7141	2601
733	7152	2591
734	7162	2582
735	7171	2572
736	7181	2562
737	7190	2552
738	7200	2543
739	7210	2533
740	7220	2523
741	7229	2513
742	7239	2504
743	7248	2494
744	7258	2484
745	7267	2474
746	7277	2464
747	7287	2455
748	7297	2445
749	7307	2435
750	7316	2425
751	7326	2416
752	7336	2406
753	7345	2396
754	7355	2386
755	7365	2377
756	7375	2367
757	7385	2357
758	7395	2348
759	7405	2338
760	7414	2328
761	7424	2319
762	7434	2309
763	7444	2299
764	7454	2289
765	7463	2279
766	7473	2270
767	7482	2260
768	7492	2250
769	7501	2240
770	7510	2230
771	7520	2221
772	7529	2211
773	7539	2201
774	7548	2191
775	7557	2181
776	7567	2171
777	7576	2161
778	7586	2152
779	7596	2142
780	7605	2132
781	7616	2123
782	7625	2113
783	7634	2103
784	7644	2093
785	7653	2083
786	7662	2073
787	7672	2064
788	7681	2054
789	7691	2044
790	7701	2034
791	7710	2025
792	7720	2015
793	7730	2005
794	7740	1995
795	7749	1986
796	7759	1976
797	7769	1966
798	7779	1956
799	7788	1947
800	7798	1937
801	7807	1927
802	7817	1917
803	7827	1908
804	7836	1898
805	7845	1888
806	7855	1878
807	7864	1868
808	7873	1858
809	7883	1849
810	7892	1839
811	7902	1829
812	7912	1819
813	7922	1810
814	7931	1800
815	7941	1790
816	7951	1781
817	7960	1771
818	7970	1761
819	7979	1751
820	7989	1741
821	7998	1732
822	8008	1722
823	8017	1712
824	8027	1702
825	8037	1693
826	8047	1683
827	8056	1673
828	8066	1663
829	8076	1654
830	8085	1644
831	8095	1634
832	8105	1624
833	8115	1615
834	8124	1605
835	8134	1595
836	8143	1585
837	8153	1576
838	8162	1566
839	8171	1556
840	8181	1546
841	8190	1537
842	8199	1527
843	8209	1517
844	8219	1507
845	8228	1497
846	8238	1488
847	8247	1478
848	8257	1468
849	8266	1458
850	8276	1449
851	8285	1439
852	8295	1429
853	8305	1419
854	8314	1410
855	8324	1400
856	8334	1390
857	8344	1380
858	8353	1371
859	8362	1361
860	8372	1351
861	8381	1341
862	8391	1332
863	8400	1322
864	8410	1312
865	8419	1302
866	8429	1293
867	8438	1283
868	8448	1273
869	8457	1263
870	8467	1254
871	8477	1244
872	8486	1234
873	8496	1224
874	8506	1215
875	8515	1205
876	8524	1195
877	8534	1185
878	8543	1176
879	8553	1166
880	8563	1156
881	8572	1146
882	8582	1137
883	8591	1127
884	8600	1117
885	8610	1107
886	8620	1098
887	8629	1088
888	8639	1078
889	8648	1068
890	8658	1059
891	8668	1049
892	8677	1039
893	8687	1030
894	8696	1020
895	8706	1010
896	8715	1000
897	8725	991
898	8734	981
899	8743	971
900	8753	961
901	8763	952
902	8773	942
903	8783	932
904	8792	922
905	8802	913
906	8812	903
907	8821	893
908	8831	884
909	8841	874
910	8850	864
911	8860	854
912	8869	845
913	8880	835
914	8889	825
915	8899	816
916	8908	806
917	8918	796
918	8928	786
919	8938	777
920	8947	767
921	8957	757
922	8966	748
923	8976	738
924	8986	728
925	8995	718
926	9004	709
927	9014	699
928	9023	689
929	9033	679
930	9043	670
931	9053	660
932	9062	650
933	9072	641
934	9082	631
935	9091	621
936	9101	611
937	9111	602
938	9120	592
939	9130	582
940	9140	573
941	9150	563
942	9159	553
943	9169	543
944	9178	534
945	9188	524
946	9198	514
947	9207	505
948	9217	495
949	9227	485
950	9237	475
951	9246	466
952	9256	456
953	9266	446
954	9276	437
955	9285	427
956	9296	417
957	9305	407
958	9315	398
959	9325	388
960	9335	378
961	9344	369
962	9354	359
963	9363	349
964	9373	339
965	9382	330
966	9392	320
967	9401	310
968	9411	301
969	9420	291
970	9430	281
971	9440	271
972	9450	262
973	9459	252
974	9468	242
975	9478	233
976	9487	223
977	9496	213
978	9505	203
979	9515	194
980	9525	184
981	9535	174
982	9544	165
983	9555	155
984	9564	145
985	9574	135
986	9584	126
987	9593	116
988	9603	106
989	9612	97
990	9622	87
991	9631	77
992	9641	67
993	9651	58
994	9661	48
995	9670	38
996	9680	29
997	9689	19
998	9699	9
999	9708	0
